TransactionNo,Items,DateTime,Daypart,DayType,User,Rating,Description,Category
7232,Coffee,2017-02-26 11:43:02,Morning,Weekend,Faith,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7232,Coffee,2017-02-26 11:43:02,Morning,Weekend,Kate,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7232,Hot chocolate,2017-02-26 11:43:02,Morning,Weekend,Samuel,0,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
7233,Coffee,2017-02-26 11:51:04,Morning,Weekend,Rosalie,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7233,Hot chocolate,2017-02-26 11:51:04,Morning,Weekend,Elisabeth,4,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
7233,Sandwich,2017-02-26 11:51:04,Morning,Weekend,Larry,5,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
7233,Cake,2017-02-26 11:51:04,Morning,Weekend,Greg,4,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7234,Alfajores,2017-02-26 11:55:41,Morning,Weekend,Gertrude,3,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate.",Desserts
7234,Pastry,2017-02-26 11:55:41,Morning,Weekend,Isabel,1,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
7234,Baguette,2017-02-26 11:55:41,Morning,Weekend,Evelyn,3,"A long, thin loaf of French bread with a crisp crust and soft interior, perfect for making sandwiches or serving with soups and salads.",Rolls
7234,Coffee,2017-02-26 11:55:41,Morning,Weekend,Rosalie,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7234,Coffee,2017-02-26 11:55:41,Morning,Weekend,Clayton,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7235,Bread,2017-02-26 11:59:05,Morning,Weekend,Jonathan,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7236,Tea,2017-02-26 12:00:21,Afternoon,Weekend,Phyllis,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
7236,Tea,2017-02-26 12:00:21,Afternoon,Weekend,Doris,5,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
7236,Cheesecake,2017-02-26 12:00:21,Afternoon,Weekend,Rachel,0,"A hearty sandwich or wrap filled with flavorful meats, cheeses, vegetables, and sauces, perfect for on-the-go eating.",Desserts
7237,Coffee,2017-02-26 12:01:07,Afternoon,Weekend,Susie,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7237,Coffee,2017-02-26 12:01:07,Afternoon,Weekend,Penny,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7237,Alfajores,2017-02-26 12:01:07,Afternoon,Weekend,Paul,2,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate.",Desserts
7237,Scone,2017-02-26 12:01:07,Afternoon,Weekend,Stacey,3,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea.",Pure Veg
7238,Sandwich,2017-02-26 12:04:22,Afternoon,Weekend,Kate,1,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
7238,Coffee,2017-02-26 12:04:22,Afternoon,Weekend,Jackie,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7238,Coffee,2017-02-26 12:04:22,Afternoon,Weekend,Juan,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7238,Juice,2017-02-26 12:04:22,Afternoon,Weekend,Alyssa,1,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.,Beverages
7238,Bread,2017-02-26 12:04:22,Afternoon,Weekend,Jimmy,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7239,Farm House,2017-02-26 12:15:48,Afternoon,Weekend,Neil,2,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits.",Pure Veg
7239,Cookies,2017-02-26 12:15:48,Afternoon,Weekend,Ed,0,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
7240,Cake,2017-02-26 12:17:12,Afternoon,Weekend,Josephine,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7240,Apple pie,2017-02-26 12:17:12,Afternoon,Weekend,Tyler,5,"British sandwich cookies filled with jam and topped with a decorative heart, perfect for tea time or snacking.",Desserts
7241,Hot chocolate,2017-02-26 12:19:50,Afternoon,Weekend,Carol,3,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
7241,Bread,2017-02-26 12:19:50,Afternoon,Weekend,Diane,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7242,Bread,2017-02-26 12:20:05,Afternoon,Weekend,Lillian,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7243,Tea,2017-02-26 12:32:02,Afternoon,Weekend,Keith,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
7243,Cookies,2017-02-26 12:32:02,Afternoon,Weekend,Ryan,4,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
7244,Coffee,2017-02-26 13:01:12,Afternoon,Weekend,Ruby,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7244,Coffee,2017-02-26 13:01:12,Afternoon,Weekend,John,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7245,Coffee,2017-02-26 13:08:30,Afternoon,Weekend,Brett,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7245,Coffee,2017-02-26 13:08:30,Afternoon,Weekend,Melanie,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7245,Coffee,2017-02-26 13:08:30,Afternoon,Weekend,Allison,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7245,Juice,2017-02-26 13:08:30,Afternoon,Weekend,Lisa,4,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.,Beverages
7245,Sandwich,2017-02-26 13:08:30,Afternoon,Weekend,Dan,1,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
7245,Sandwich,2017-02-26 13:08:30,Afternoon,Weekend,Bruce,2,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
7245,Cookies,2017-02-26 13:08:30,Afternoon,Weekend,Derek,4,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
7245,Cookies,2017-02-26 13:08:30,Afternoon,Weekend,Earl,4,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
7245,Extra Salami or Feta,2017-02-26 13:08:30,Afternoon,Weekend,Sylvia,0,"Additional toppings for sandwiches or salads, offering a burst of flavor and protein.",Pure Veg
7246,Coffee,2017-02-26 13:18:15,Afternoon,Weekend,Isaac,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7247,Apple pie,2017-02-26 13:47:44,Afternoon,Weekend,Michelle,2,"British sandwich cookies filled with jam and topped with a decorative heart, perfect for tea time or snacking.",Desserts
7247,Tiffin,2017-02-26 13:47:44,Afternoon,Weekend,Gabriel,0,"A British confection made from crushed biscuits, dried fruits, nuts, and chocolate, perfect for a sweet and indulgent treat.",Pure Veg
7247,Bread,2017-02-26 13:47:44,Afternoon,Weekend,Sonia,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7247,Juice,2017-02-26 13:47:44,Afternoon,Weekend,Sandy,3,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.,Beverages
7247,Tea,2017-02-26 13:47:44,Afternoon,Weekend,Clarence,1,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
7247,Coffee,2017-02-26 13:47:44,Afternoon,Weekend,Laura,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7248,Pastry,2017-02-26 13:48:33,Afternoon,Weekend,Doug,2,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
7248,Cake,2017-02-26 13:48:33,Afternoon,Weekend,Stephanie,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7248,Bread,2017-02-26 13:48:33,Afternoon,Weekend,Walter,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7248,Coffee,2017-02-26 13:48:33,Afternoon,Weekend,Eugene,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7248,Tea,2017-02-26 13:48:33,Afternoon,Weekend,Alan,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
7249,Pastry,2017-02-26 13:51:51,Afternoon,Weekend,Tony,1,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
7249,Coffee,2017-02-26 13:51:51,Afternoon,Weekend,Isabelle,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7250,Toast,2017-02-26 13:52:32,Afternoon,Weekend,Dylan,2,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks.",Sandwiches
7251,Coffee,2017-02-26 13:53:11,Afternoon,Weekend,Cliff,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7251,Bread,2017-02-26 13:53:11,Afternoon,Weekend,Ricky,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7252,Coffee,2017-02-26 13:53:54,Afternoon,Weekend,Theresa,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7253,Spanish Brunch,2017-02-26 13:55:32,Afternoon,Weekend,Richard,2,"A leisurely mid-morning meal featuring a variety of Spanish dishes, such as tortilla espanola, chorizo, and pan con tomate.",Pure Veg
7253,Soup,2017-02-26 13:55:32,Afternoon,Weekend,Bryan,3,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
7253,Tea,2017-02-26 13:55:32,Afternoon,Weekend,Gertrude,1,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
7253,Tea,2017-02-26 13:55:32,Afternoon,Weekend,Gloria,3,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
7254,Coffee,2017-02-26 13:57:41,Afternoon,Weekend,Jordan,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7254,Coffee,2017-02-26 13:57:41,Afternoon,Weekend,Jamie,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7254,Coffee,2017-02-26 13:57:41,Afternoon,Weekend,Joyce,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7254,Cookie with strawberries,2017-02-26 13:57:41,Afternoon,Weekend,Louise,4,"Edible art pieces made from cake, icing, and decorative elements, perfect for special occasions and celebrations.",Pure Veg
7254,Soup,2017-02-26 13:57:41,Afternoon,Weekend,Mathew,2,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
7254,Soup,2017-02-26 13:57:41,Afternoon,Weekend,Colleen,3,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
7254,Salad,2017-02-26 13:57:41,Afternoon,Weekend,Geoff,5,"Fresh and crisp salads made with a variety of greens, vegetables, fruits, and dressings, offering a light and healthy accompaniment to cakes.",Salads
7254,Spanish Brunch,2017-02-26 13:57:41,Afternoon,Weekend,Luke,0,"A leisurely mid-morning meal featuring a variety of Spanish dishes, such as tortilla espanola, chorizo, and pan con tomate.",Pure Veg
7255,Sandwich,2017-02-26 14:02:38,Afternoon,Weekend,Morris,1,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
7255,Sandwich,2017-02-26 14:02:38,Afternoon,Weekend,Emily,4,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
7255,Cookies,2017-02-26 14:02:38,Afternoon,Weekend,Randy,3,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
7256,Juice,2017-02-26 14:06:39,Afternoon,Weekend,Shane,5,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.,Beverages
7256,Spanish Brunch,2017-02-26 14:06:39,Afternoon,Weekend,Logan,0,"A leisurely mid-morning meal featuring a variety of Spanish dishes, such as tortilla espanola, chorizo, and pan con tomate.",Pure Veg
7257,Cake,2017-02-26 14:08:55,Afternoon,Weekend,Sonya,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7258,Bread,2017-02-26 14:27:21,Afternoon,Weekend,Maureen,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7259,Soup,2017-02-26 14:28:14,Afternoon,Weekend,Florence,1,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
7259,Spanish Brunch,2017-02-26 14:28:14,Afternoon,Weekend,Sally,0,"A leisurely mid-morning meal featuring a variety of Spanish dishes, such as tortilla espanola, chorizo, and pan con tomate.",Pure Veg
7259,Coffee,2017-02-26 14:28:14,Afternoon,Weekend,Bernard,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
